Voltage,Ripple,Current,Throttle,Power,RPM,Temp,BEC Voltage,BEC Current,Raw NTC,E.Stop,Raw Linear,Packet In,Check Bad,Packet Out,Packet Bad,Fail Safe,Link Live
"['Voltage', 8.922624877571009]","['Ripple', 0.14887365328109697]","['Current', 0.0]","['Throttle', 1.0690499510284035]","['Power', 0.04508991185112634]","['RPM', 29645.150293829578]","['Temp', 24.44662095984329]","['BEC Voltage', 0.0]","['BEC Current', 0.0]","['Raw NTC', 128.09375]","['E.Stop', [255, 255, 2]]","['Raw Linear', 962.8060724779629]","['Packet In', [255, 255, 2]]","['Check Bad', [255, 255, 2]]","['Packet Out', [255, 255, 2]]","['Packet Bad', [255, 255, 2]]","['Fail Safe', [255, 255, 2]]","['Link Live', [255, 255, 2]]"
"['Voltage', 8.922624877571009]","['Ripple', 0.0019588638589618022]","['Current', 0.0]","['Throttle', 1.0700293829578844]","['Power', 0.04607012732615083]","['RPM', 29735.13557296768]","['Temp', 25.386875612144955]","['BEC Voltage', 0.0]","['BEC Current', 128.3741429970617]","['Raw NTC', 124.21875]","['E.Stop', [255, 255, 2]]","['Raw Linear', 962.8060724779629]","['Packet In', [255, 255, 2]]","['Check Bad', [255, 255, 2]]","['Packet Out', [255, 255, 2]]","['Packet Bad', [255, 255, 2]]","['Fail Safe', [127, 255, 127]]","['Link Live', [255, 255, 2]]"
