Voltage,Ripple,Current,Throttle,Power,RPM,Temp,BEC Voltage,BEC Current,Raw NTC,E.Stop,Raw Linear,Packet In,Check Bad,Packet Out,Packet Bad,Fail Safe,Link Live
"['Voltage', 13.398628795298727]","['Ripple', 0.14691478942213515]","['Current', 0.0]","['Throttle', 1.070519098922625]","['Power', 0.04607012732615083]","['RPM', 57390.61136141038]","['Temp', 27.267384916748288]","['BEC Voltage', 0.0]","['BEC Current', 0.0]","['Raw NTC', 118.1875]","['E.Stop', [255, 255, 2]]","['Raw Linear', 962.8060724779629]","['Packet In', [255, 255, 2]]","['Check Bad', [255, 255, 2]]","['Packet Out', [255, 255, 2]]","['Packet Bad', [255, 255, 2]]","['Fail Safe', [255, 255, 2]]","['Link Live', [255, 255, 2]]"
