Voltage,Ripple,Current,Throttle,Power,Speed,Temp,BEC Voltage,BEC Current,Raw NTC,E.Stop,Raw Linear,Packet In,Check Bad,Packet Out,Packet Bad,Fail Safe,Link Live
"['Voltage', 13.379040156709108]","['Ripple', 0.0]","['Current', 0.0]","['Throttle', 1.070519098922625]","['Power', 0.04508991185112634]","['Speed', [22, 25, 209]]","['Temp', 27.267384916748288]","['BEC Voltage', 0.0]","['BEC Current', 0.0019588638589618022]","['Raw NTC', 119.09375]","['E.Stop', [255, 255, 2]]","['Raw Linear', 962.8060724779629]","['Packet In', [255, 255, 2]]","['Check Bad', [255, 255, 2]]","['Packet Out', [255, 255, 2]]","['Packet Bad', [255, 255, 2]]","['Fail Safe', [255, 255, 2]]","['Link Live', [255, 255, 2]]"
