Voltage,Ripple,Current,Throttle,Power,Speed,Temp,BEC Voltage,BEC Current,Raw NTC,E.Stop,Raw Linear,Packet In,Check Bad,Packet Out,Packet Bad,Fail Safe,Link Live
13.388834476003916,0.0,0.024485798237022526,1.0700293829578844,0.045947600391772765,"[22, 59, 175]",27.267384916748288,0.0019588638589618022,0.0,63.96874999999999,"[14, 224, 18]",962.8060724779629,"[255, 255, 2]","[255, 255, 2]","[255, 255, 2]","[255, 255, 2]","[255, 255, 2]","[255, 255, 2]"
